date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:38:22	108424/108424	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.7.7	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/css/frontend-lite.minac9e.css	(from https://digikongnft.com/)
19:38:22	64234/64234	---M--	200	added ('OK')	text/css	date:Sat,%2017%20Sep%202022%2011:03:41%20GMT	https://digikongnft.com/wp-content/uploads/elementor/css/post-2.css?ver=1663412621	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/elementor/css/post-227c8.css	(from https://digikongnft.com/)
19:38:23	59959/59959	---M--	200	added ('OK')	text/css	date:Wed,%2014%20Sep%202022%2008:01:46%20GMT	https://digikongnft.com/wp-content/uploads/astra-addon/astra-addon-63218a6aef3591-41052066.css?ver=3.9.2	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/astra-addon/astra-addon-63218a6aef3591-410520662e46.css	(from https://digikongnft.com/)
19:38:23	14235/14235	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min8153.css	(from https://digikongnft.com/)
19:38:24	246124/246124	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min8153.css	(from https://digikongnft.com/)
19:38:24	59344/59344	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min8153.css	(from https://digikongnft.com/)
19:38:24	57912/57912	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://digikongnft.com/)
19:38:24	675/675	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://digikongnft.com/)
19:38:25	669/669	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://digikongnft.com/)
19:38:25	89521/89521	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Mar%202021%2002:37:24%20GMT	https://digikongnft.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://digikongnft.com/)
19:38:25	11224/11224	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2020:36:06%20GMT	https://digikongnft.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://digikongnft.com/)
19:38:26	57190/57190	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Oct%202022%2012:38:29%20GMT	https://digikongnft.com/wp-json/wp/v2/pages/2	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-json/wp/v2/pages/2.json	(from https://digikongnft.com/)
19:38:26	804/804	---M--	200	added ('OK')	text/xml	date:Sun,%2002%20Oct%202022%2012:38:30%20GMT	https://digikongnft.com/xmlrpc.php?rsd	C:/Users/HP/Downloads/NFT/digikongnft.com/xmlrpc0db0.php	(from https://digikongnft.com/)
19:38:27	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Sun,%2002%20Oct%202022%2012:38:30%20GMT	https://digikongnft.com/wp-includes/wlwmanifest.xml	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-includes/wlwmanifest.html	(from https://digikongnft.com/)
19:38:27	2466/2466	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Oct%202022%2012:38:31%20GMT	https://digikongnft.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigikongnft.com%2F	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-json/oembed/1.0/embed6ee9.json	(from https://digikongnft.com/)
19:38:28	2579/2579	---MC-	200	added ('OK')	text/xml	date:Sun,%2002%20Oct%202022%2012:38:31%20GMT	https://digikongnft.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdigikongnft.com%2F&format=xml	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-json/oembed/1.0/embed3e42	(from https://digikongnft.com/)
19:38:28	229226/229226	---MC-	200	added ('OK')	application/json	date:Sun,%2002%20Oct%202022%2012:38:30%20GMT	https://digikongnft.com/wp-json/	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-json/index.html	(from https://digikongnft.com/)
19:38:28	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2002%20Oct%202022%2012:38:32%20GMT	https://digikongnft.com/xmlrpc.php	C:/Users/HP/Downloads/NFT/digikongnft.com/xmlrpc.php	(from https://digikongnft.com/)
19:38:29	3044/3044	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2008:01:46%20GMT	https://digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-60x60.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-60x60.png	(from https://digikongnft.com/)
19:38:29	29641/29641	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2008:01:46%20GMT	https://digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-300x300.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-300x300.png	(from https://digikongnft.com/)
19:38:29	200912/200912	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2002:45:50%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-23.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-23.png	(from https://digikongnft.com/)
19:38:30	213821/213821	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2002:57:36%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T205703.294.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T205703.294.png	(from https://digikongnft.com/)
19:38:30	230070/230070	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2002:46:41%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-25.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-25.png	(from https://digikongnft.com/)
19:38:31	215864/215864	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2002:27:32%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T202640.956.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T202640.956.png	(from https://digikongnft.com/)
19:38:32	6191/6191	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Jun%202022%2000:13:42%20GMT	https://digikongnft.com/wp-content/uploads/2022/06/Untitled-design-2022-06-10T180659.982-300x300.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/06/Untitled-design-2022-06-10T180659.982-300x300.png	(from https://digikongnft.com/)
19:38:32	12992/12992	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://digikongnft.com/)
19:38:32	160256/160256	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2003:09:35%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210810.780-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210810.780-768x768.png	(from https://digikongnft.com/)
19:38:33	178478/178478	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2002:48:34%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-22-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-22-768x768.png	(from https://digikongnft.com/)
19:38:33	272977/272977	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2002:26:12%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T202124.467.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T202124.467.png	(from https://digikongnft.com/)
19:38:33	166597/166597	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2003:04:36%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-39-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-39-768x768.png	(from https://digikongnft.com/)
19:38:33	156261/156261	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2003:09:45%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210841.046-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210841.046-768x768.png	(from https://digikongnft.com/)
19:38:33	197604/197604	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2003:10:50%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-41-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-41-768x768.png	(from https://digikongnft.com/)
19:38:34	189753/189753	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2003:23:14%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T212229.186-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T212229.186-768x768.png	(from https://digikongnft.com/)
19:38:34	158714/158714	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2002:51:55%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-35-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-35-768x768.png	(from https://digikongnft.com/)
19:38:34	182347/182347	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Jul%202022%2003:08:51%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210604.290-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/Untitled-design-2022-07-14T210604.290-768x768.png	(from https://digikongnft.com/)
19:38:37	11344/11344	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Sep%202022%2008:01:46%20GMT	http://digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-150x150.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/06/dk-icon-white-150x150.png	(from https://digikongnft.com/)
19:38:37	29177/29177	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.min8153.css	(from https://digikongnft.com/)
19:38:37	15485/15485	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min8153.css	(from https://digikongnft.com/)
19:38:37	213046/213046	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Jul%202022%2002:59:10%20GMT	https://digikongnft.com/wp-content/uploads/2022/07/FFD28E-37-768x768.png	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/uploads/2022/07/FFD28E-37-768x768.png	(from https://digikongnft.com/)
19:38:38	26053/26053	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/aos/aos.min.css?ver=6.0.2	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/aos/aos.min5b21.css	(from https://digikongnft.com/)
19:38:38	40935/40935	---M--	200	added ('OK')	text/css	date:Fri,%2023%20Sep%202022%2019:00:23%20GMT	https://digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.3.49	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min8153.css	(from https://digikongnft.com/)
19:38:38	18468/18468	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Sep%202022%2018:47:20%20GMT	https://digikongnft.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.7	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/elementor/assets/lib/animations/animations.minac9e.css	(from https://digikongnft.com/)
19:38:39	4184/4184	---M--	200	added ('OK')	application/javascript	date:Wed,%2007%20Sep%202022%2018:57:36%20GMT	https://digikongnft.com/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submit.js?ver=1662577056	C:/Users/HP/Downloads/NFT/digikongnft.com/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submit3cdb.js	(from https://digikongnft.com/)
